customer_id,age_group,region,product,tenure_months,lifetime_value,nps_score,churn_risk,acquisition_channel
CX00366,18-25,Asia Pacific,Pro Plan,33,37469.22,8,High,In-Store
CX00367,55+,Europe,Add-on Services,24,19861.14,10,High,In-Store
CX00368,55+,Europe,Enterprise Plan,2,24397.17,4,Medium,Website
CX00369,18-25,Europe,Enterprise Plan,20,17481.8,3,High,Email
CX00370,36-45,Latin America,Basic Plan,29,36238.7,7,Medium,Website
CX00371,36-45,North America,Basic Plan,2,42534.41,10,Low,In-Store
CX00372,26-35,Europe,Pro Plan,36,8426.72,8,Medium,Email
CX00373,26-35,Latin America,Pro Plan,12,32203.7,6,Medium,Website
CX00374,55+,Europe,Add-on Services,38,21762.87,0,High,Mobile App
CX00375,26-35,Asia Pacific,Basic Plan,37,5536.73,8,Low,Phone
CX00376,36-45,Europe,Add-on Services,8,13486.49,7,High,In-Store
CX00377,36-45,Latin America,Add-on Services,38,6154.49,5,Medium,Live Chat
CX00378,26-35,Asia Pacific,Basic Plan,44,7130.41,1,Low,Phone
CX00379,18-25,Europe,Enterprise Plan,45,7497.25,6,Medium,Live Chat
CX00380,26-35,Latin America,Add-on Services,12,24590.18,8,High,In-Store
CX00381,26-35,Europe,Add-on Services,19,7444.68,5,Medium,Live Chat
CX00382,18-25,Asia Pacific,Basic Plan,32,7258.47,6,High,Live Chat
CX00383,46-55,Latin America,Add-on Services,27,35652.05,7,Medium,Mobile App
CX00384,18-25,North America,Pro Plan,19,2118.41,3,High,Phone
CX00385,26-35,Latin America,Add-on Services,36,25784.9,9,Low,Phone
CX00386,55+,Asia Pacific,Basic Plan,49,36089.52,8,Low,Email
CX00387,18-25,Europe,Enterprise Plan,56,49965.98,7,Medium,Phone
CX00388,18-25,Latin America,Basic Plan,50,40688.5,3,High,Live Chat
CX00389,36-45,Latin America,Pro Plan,40,7392.13,3,Low,Website
CX00390,55+,Asia Pacific,Enterprise Plan,39,27169.04,5,High,Phone
CX00391,36-45,Asia Pacific,Basic Plan,9,48157.21,6,Low,Phone
CX00392,26-35,Europe,Pro Plan,10,35714.05,3,High,Email
CX00393,46-55,Europe,Enterprise Plan,41,21004.14,7,Low,In-Store
CX00394,18-25,Latin America,Enterprise Plan,45,46848.64,5,Medium,Email
CX00395,36-45,North America,Basic Plan,47,48621.44,10,High,In-Store
CX00396,36-45,North America,Add-on Services,14,48422.36,3,Medium,Phone
CX00397,36-45,Asia Pacific,Enterprise Plan,36,29107.72,9,Medium,Phone
CX00398,18-25,North America,Basic Plan,41,39302.54,7,Low,Website
CX00399,26-35,Latin America,Add-on Services,1,49595.99,6,Low,In-Store
CX00400,26-35,Asia Pacific,Pro Plan,56,46669.92,4,Low,In-Store
CX00401,36-45,Asia Pacific,Basic Plan,24,33393.19,10,Low,Website
CX00402,46-55,Asia Pacific,Pro Plan,28,32946.52,1,Low,Mobile App
CX00403,46-55,North America,Pro Plan,38,11696.45,10,Medium,Website
CX00404,18-25,Asia Pacific,Basic Plan,56,21404.54,2,Medium,Website
CX00405,26-35,Latin America,Basic Plan,47,40394.86,1,Medium,Phone
CX00406,36-45,Europe,Add-on Services,50,40761.71,2,High,In-Store
CX00407,26-35,North America,Basic Plan,40,32676.0,7,Medium,In-Store
CX00408,26-35,Europe,Add-on Services,40,34485.03,3,Low,Website
CX00409,26-35,North America,Add-on Services,23,48180.81,5,Low,Mobile App
CX00410,36-45,North America,Pro Plan,36,30249.45,9,Medium,In-Store
CX00411,18-25,Asia Pacific,Pro Plan,34,30542.88,3,High,Email
CX00412,36-45,North America,Pro Plan,32,19601.34,3,Medium,In-Store
CX00413,55+,North America,Basic Plan,24,46729.26,2,Medium,Live Chat
CX00414,46-55,Asia Pacific,Pro Plan,49,23815.22,1,Low,Live Chat
CX00415,18-25,North America,Enterprise Plan,14,2471.43,0,Medium,Live Chat
CX00416,36-45,Latin America,Add-on Services,45,20412.73,10,High,Live Chat
CX00417,55+,Europe,Enterprise Plan,6,15840.39,8,Low,Mobile App
CX00418,55+,Asia Pacific,Add-on Services,38,31897.57,10,High,In-Store
CX00419,18-25,Asia Pacific,Add-on Services,47,47694.68,3,Low,Mobile App
CX00420,18-25,Latin America,Basic Plan,30,30808.69,0,Medium,In-Store
CX00421,26-35,North America,Basic Plan,46,7291.98,0,Low,Email
CX00422,36-45,Asia Pacific,Pro Plan,24,6783.07,4,High,Website
CX00423,18-25,Asia Pacific,Add-on Services,18,26430.78,4,High,Live Chat
CX00424,18-25,Latin America,Add-on Services,33,18326.13,7,High,Mobile App
CX00425,36-45,Europe,Enterprise Plan,50,5593.79,9,High,In-Store
CX00426,18-25,Europe,Basic Plan,3,43005.11,0,Low,Website
CX00427,46-55,Asia Pacific,Add-on Services,59,7929.19,0,High,In-Store
CX00428,46-55,Europe,Enterprise Plan,16,21104.7,5,Medium,Website
CX00429,55+,Asia Pacific,Basic Plan,33,33829.62,0,Low,Mobile App
CX00430,55+,North America,Add-on Services,5,43911.07,4,Medium,Phone
CX00431,18-25,Latin America,Basic Plan,24,10433.22,9,Medium,In-Store
CX00432,55+,Europe,Add-on Services,24,29788.7,7,Low,In-Store
CX00433,55+,Europe,Pro Plan,1,46653.68,0,Low,Live Chat
CX00434,36-45,North America,Enterprise Plan,1,38066.99,6,High,In-Store
CX00435,36-45,North America,Pro Plan,34,49164.23,6,Medium,Website
CX00436,26-35,Asia Pacific,Basic Plan,3,46103.08,8,Medium,In-Store
CX00437,36-45,Latin America,Basic Plan,38,5231.06,2,High,Email
CX00438,18-25,North America,Add-on Services,43,48228.8,3,Medium,Phone
CX00439,36-45,Latin America,Enterprise Plan,21,22911.51,3,Low,Mobile App
CX00440,26-35,North America,Pro Plan,7,8636.56,7,Medium,Email
CX00441,18-25,Asia Pacific,Pro Plan,29,15761.23,4,Low,Website
CX00442,26-35,Asia Pacific,Basic Plan,14,41878.28,5,Low,Website
CX00443,26-35,Asia Pacific,Add-on Services,33,2923.06,4,Medium,Mobile App
CX00444,18-25,Latin America,Add-on Services,36,37529.88,3,Low,Email
CX00445,18-25,Europe,Basic Plan,1,3552.62,3,Low,Mobile App
CX00446,46-55,Asia Pacific,Basic Plan,38,29512.88,1,Low,Website
CX00447,26-35,Latin America,Pro Plan,6,45301.36,5,Low,Website
CX00448,46-55,North America,Pro Plan,60,28907.27,6,Medium,Website
CX00449,46-55,Latin America,Pro Plan,23,11128.45,2,Medium,Phone
CX00450,46-55,Europe,Basic Plan,40,31149.24,3,High,Phone
CX00451,46-55,Latin America,Add-on Services,4,4842.22,6,Low,Email
CX00452,26-35,Europe,Basic Plan,25,39204.83,5,Medium,Live Chat
CX00453,46-55,Asia Pacific,Enterprise Plan,25,13886.57,0,Medium,Live Chat
CX00454,26-35,North America,Enterprise Plan,4,40528.37,7,High,Phone
CX00455,55+,Europe,Pro Plan,7,12768.92,3,Medium,Live Chat
CX00456,18-25,Europe,Add-on Services,23,46792.7,2,Low,Mobile App
CX00457,55+,Asia Pacific,Enterprise Plan,59,29782.34,5,High,Live Chat
CX00458,26-35,Europe,Add-on Services,35,15798.13,7,Low,Website
CX00459,18-25,Europe,Pro Plan,2,26559.2,0,Medium,Live Chat
CX00460,26-35,Europe,Enterprise Plan,46,9284.26,5,Low,Website
CX00461,26-35,Europe,Basic Plan,55,26551.6,5,Low,Phone
CX00462,46-55,North America,Enterprise Plan,20,16468.86,2,High,Email
CX00463,46-55,Asia Pacific,Pro Plan,46,48452.77,9,Medium,Mobile App
CX00464,55+,Europe,Add-on Services,20,36832.75,4,Low,Mobile App
CX00465,18-25,Latin America,Basic Plan,12,30318.24,9,Low,In-Store
CX00466,55+,North America,Add-on Services,10,16892.84,1,Low,Phone
CX00467,36-45,Europe,Basic Plan,53,35593.81,10,High,Phone
CX00468,46-55,North America,Enterprise Plan,14,12852.27,1,Medium,Phone
CX00469,18-25,North America,Basic Plan,25,22191.9,6,Low,Email
CX00470,46-55,Latin America,Enterprise Plan,35,19079.7,7,High,In-Store
CX00471,26-35,Europe,Add-on Services,5,40060.13,0,Medium,Website
CX00472,36-45,Asia Pacific,Basic Plan,5,17419.51,6,Low,In-Store
CX00473,18-25,North America,Enterprise Plan,39,49271.17,7,High,Website
CX00474,46-55,Europe,Add-on Services,11,3151.01,5,Low,Mobile App
CX00475,46-55,Asia Pacific,Enterprise Plan,20,12258.64,0,Medium,Live Chat
CX00476,55+,Latin America,Pro Plan,4,18361.03,6,Low,Phone
CX00477,55+,Latin America,Pro Plan,7,1773.92,2,High,Phone
CX00478,18-25,Latin America,Basic Plan,20,39351.39,7,Medium,In-Store
CX00479,36-45,North America,Add-on Services,12,18865.52,6,Medium,Mobile App
CX00480,46-55,North America,Enterprise Plan,29,23520.37,3,Medium,Live Chat
CX00481,18-25,Europe,Basic Plan,6,33572.99,8,Medium,Live Chat
CX00482,26-35,North America,Add-on Services,53,26367.82,8,High,Email
CX00483,55+,Europe,Add-on Services,20,4408.27,0,High,Live Chat
CX00484,55+,Europe,Basic Plan,49,22727.47,2,Low,Mobile App
CX00485,26-35,North America,Add-on Services,6,49419.86,6,Low,In-Store
CX00486,26-35,Asia Pacific,Enterprise Plan,59,36491.6,1,Low,Email
CX00487,55+,Latin America,Enterprise Plan,55,14171.94,7,Low,In-Store
CX00488,55+,Latin America,Basic Plan,27,7907.29,9,High,Live Chat
CX00489,18-25,North America,Basic Plan,51,14661.6,8,Medium,Email
CX00490,36-45,Latin America,Add-on Services,37,30643.63,0,Low,Phone
CX00491,46-55,Europe,Add-on Services,3,20091.74,5,High,Mobile App
CX00492,18-25,Latin America,Enterprise Plan,58,18935.81,5,Medium,Phone
CX00493,36-45,Latin America,Basic Plan,56,11783.89,4,High,Email
CX00494,36-45,Asia Pacific,Add-on Services,39,32454.96,3,Medium,Mobile App
CX00495,46-55,Latin America,Enterprise Plan,53,3282.19,2,Low,Phone
CX00496,55+,Latin America,Pro Plan,50,42639.12,9,Low,Mobile App
CX00497,26-35,Europe,Basic Plan,16,2137.02,0,Medium,In-Store
CX00498,26-35,Asia Pacific,Enterprise Plan,53,23478.81,6,High,Website
CX00499,18-25,Europe,Enterprise Plan,32,29905.16,2,Medium,Live Chat
CX00500,55+,Asia Pacific,Enterprise Plan,11,41963.86,4,High,In-Store
CX00501,18-25,Asia Pacific,Basic Plan,25,2957.73,9,Low,Mobile App
CX00502,26-35,Europe,Enterprise Plan,42,20770.61,0,High,Website
CX00503,46-55,Europe,Pro Plan,39,40142.81,3,Medium,Live Chat
CX00504,36-45,Asia Pacific,Add-on Services,58,19135.53,5,Medium,Phone
CX00505,26-35,Latin America,Enterprise Plan,44,26271.58,9,Medium,Live Chat
CX00506,18-25,North America,Enterprise Plan,36,32543.43,9,Medium,Phone
CX00507,18-25,Latin America,Basic Plan,22,49423.87,10,Medium,Phone
CX00508,36-45,Asia Pacific,Pro Plan,10,26106.03,3,Low,Live Chat
CX00509,46-55,Asia Pacific,Pro Plan,47,1760.04,7,Medium,Phone
CX00510,46-55,Latin America,Add-on Services,48,2248.29,9,Low,Phone
CX00511,26-35,Latin America,Enterprise Plan,33,15359.64,2,High,Live Chat
CX00512,26-35,Asia Pacific,Basic Plan,31,6833.23,4,High,Live Chat
CX00513,26-35,Asia Pacific,Basic Plan,15,18086.53,4,Medium,Phone
CX00514,36-45,Asia Pacific,Enterprise Plan,30,42635.09,7,Low,In-Store
CX00515,55+,North America,Add-on Services,57,10129.92,1,High,Email
CX00516,55+,Asia Pacific,Add-on Services,4,43607.03,2,Low,Mobile App
CX00517,36-45,Latin America,Add-on Services,10,16160.98,2,Low,Email
CX00518,36-45,Europe,Enterprise Plan,41,3371.67,7,Medium,Mobile App
CX00519,26-35,Europe,Add-on Services,51,38296.67,1,Low,Live Chat
CX00520,46-55,Latin America,Add-on Services,28,48283.73,6,Low,Website
CX00521,55+,Europe,Enterprise Plan,1,44654.32,8,Low,Website
CX00522,18-25,Europe,Pro Plan,45,43910.76,4,Low,Website
CX00523,46-55,Asia Pacific,Pro Plan,5,41280.27,4,Medium,Email
CX00524,55+,Asia Pacific,Add-on Services,57,34495.62,2,Medium,Email
CX00525,36-45,Europe,Pro Plan,59,45951.17,6,Low,Mobile App
CX00526,26-35,Europe,Pro Plan,47,1584.71,8,Low,Website
CX00527,36-45,North America,Add-on Services,57,32195.89,8,High,Website
CX00528,55+,North America,Basic Plan,42,41887.94,0,High,Website
CX00529,46-55,Latin America,Add-on Services,8,27590.48,7,High,Mobile App
CX00530,26-35,North America,Enterprise Plan,27,33252.4,10,High,Phone
CX00531,55+,Europe,Add-on Services,54,44981.79,8,High,Live Chat
CX00532,18-25,Asia Pacific,Basic Plan,51,5760.05,3,High,Mobile App
CX00533,36-45,Europe,Enterprise Plan,46,20782.93,2,Low,Live Chat
CX00534,46-55,Europe,Add-on Services,22,12108.01,0,High,Website
CX00535,18-25,Latin America,Pro Plan,6,39086.55,1,High,In-Store
CX00536,18-25,Asia Pacific,Pro Plan,30,49438.96,4,Medium,Email
CX00537,18-25,North America,Pro Plan,56,2452.5,4,Medium,In-Store
CX00538,36-45,Latin America,Basic Plan,7,42636.67,0,Low,Mobile App
CX00539,26-35,Asia Pacific,Enterprise Plan,58,22166.87,9,Medium,In-Store
CX00540,18-25,Asia Pacific,Enterprise Plan,12,6134.68,6,Medium,Phone
CX00541,46-55,Latin America,Add-on Services,42,44363.13,2,Low,Mobile App
CX00542,18-25,Europe,Basic Plan,27,45605.72,7,High,In-Store
CX00543,46-55,Europe,Add-on Services,50,18250.65,0,High,In-Store
CX00544,26-35,Latin America,Add-on Services,8,44435.9,7,Low,Website
CX00545,36-45,Asia Pacific,Basic Plan,46,43482.45,8,High,Live Chat
CX00546,55+,Europe,Enterprise Plan,34,26393.61,9,Low,Email
CX00547,26-35,Latin America,Enterprise Plan,43,33976.63,6,Low,Live Chat
CX00548,55+,North America,Basic Plan,42,46751.39,8,Medium,Email
CX00549,26-35,North America,Add-on Services,21,12424.14,4,Low,Live Chat
CX00550,26-35,Latin America,Add-on Services,53,12132.5,7,Medium,Live Chat
CX00551,46-55,North America,Add-on Services,29,16145.05,7,High,In-Store
CX00552,18-25,North America,Add-on Services,27,2273.68,8,Low,Website
CX00553,55+,Asia Pacific,Pro Plan,42,33737.98,5,Medium,Website
CX00554,26-35,Latin America,Enterprise Plan,36,38487.11,9,Medium,In-Store
CX00555,36-45,Latin America,Basic Plan,7,38086.34,3,Low,Phone
CX00556,36-45,Asia Pacific,Enterprise Plan,45,5762.95,2,Medium,Mobile App
CX00557,46-55,North America,Enterprise Plan,40,10198.11,1,Medium,Mobile App
CX00558,46-55,Europe,Enterprise Plan,7,37978.89,0,High,In-Store
CX00559,55+,North America,Add-on Services,30,33093.61,8,Low,Email
CX00560,18-25,North America,Add-on Services,54,29463.48,8,Low,In-Store
CX00561,55+,Europe,Pro Plan,7,19676.58,9,High,Phone
CX00562,55+,Latin America,Add-on Services,39,45837.56,3,Medium,Email
CX00563,36-45,Asia Pacific,Add-on Services,52,7101.91,6,High,In-Store
CX00564,55+,Asia Pacific,Enterprise Plan,46,36972.52,8,High,Mobile App
CX00565,26-35,Europe,Enterprise Plan,44,17592.03,10,Low,In-Store
CX00566,26-35,Asia Pacific,Basic Plan,49,17935.77,7,High,Live Chat
CX00567,46-55,Asia Pacific,Add-on Services,52,1132.14,1,Low,Email
CX00568,26-35,North America,Basic Plan,13,13715.42,2,Medium,In-Store
CX00569,36-45,Europe,Basic Plan,45,39325.69,3,High,Website
CX00570,36-45,Latin America,Basic Plan,40,43467.75,8,Low,In-Store
CX00571,55+,Latin America,Pro Plan,33,39323.21,4,High,In-Store
CX00572,18-25,Latin America,Add-on Services,27,47856.75,10,Medium,Live Chat
CX00573,18-25,North America,Enterprise Plan,13,31217.8,7,Low,In-Store
CX00574,36-45,Europe,Pro Plan,19,22716.34,10,Low,Mobile App
CX00575,26-35,North America,Add-on Services,3,21711.14,8,Medium,Mobile App
CX00576,26-35,Asia Pacific,Basic Plan,22,23583.4,2,Low,Mobile App
CX00577,36-45,North America,Enterprise Plan,32,39600.46,8,Medium,Website
CX00578,36-45,Europe,Pro Plan,34,3874.74,8,Low,Email
CX00579,55+,Latin America,Basic Plan,23,11449.31,3,High,Phone
CX00580,36-45,Asia Pacific,Enterprise Plan,14,47540.26,9,High,Email
CX00581,55+,North America,Basic Plan,43,17627.36,3,High,Live Chat
CX00582,55+,Europe,Basic Plan,44,44340.18,6,Low,Email
CX00583,36-45,Asia Pacific,Basic Plan,59,26084.96,5,High,Live Chat
CX00584,46-55,Latin America,Basic Plan,19,44964.94,3,Medium,Live Chat
CX00585,18-25,North America,Pro Plan,50,27129.75,0,High,Website
CX00586,26-35,Europe,Add-on Services,54,5644.38,8,High,In-Store
CX00587,46-55,North America,Pro Plan,2,23231.65,5,Low,Website
CX00588,18-25,North America,Pro Plan,51,12969.45,1,High,Mobile App
CX00589,36-45,Latin America,Add-on Services,29,31695.75,6,Medium,Website
CX00590,46-55,North America,Basic Plan,42,36154.14,1,High,Live Chat
CX00591,18-25,North America,Enterprise Plan,60,25390.43,4,High,Phone
CX00592,55+,North America,Enterprise Plan,49,46371.2,6,Medium,In-Store
CX00593,18-25,Latin America,Pro Plan,35,11383.35,6,High,Phone
CX00594,26-35,Asia Pacific,Enterprise Plan,1,27899.45,8,Low,Website
CX00595,18-25,North America,Add-on Services,35,27602.51,1,Medium,Mobile App
CX00596,36-45,Europe,Add-on Services,58,32473.61,8,Low,Mobile App
CX00597,26-35,Europe,Enterprise Plan,13,6173.82,10,High,Website
CX00598,55+,Latin America,Basic Plan,19,33748.42,4,Low,Mobile App
CX00599,55+,Latin America,Enterprise Plan,23,6846.65,10,Low,Website
CX00600,36-45,North America,Pro Plan,21,24550.13,5,High,In-Store
CX00601,36-45,Europe,Enterprise Plan,52,16158.49,6,Low,Website
CX00602,36-45,Europe,Pro Plan,46,37120.9,6,Medium,Phone
CX00603,26-35,Asia Pacific,Add-on Services,30,22545.22,4,Medium,Live Chat
CX00604,18-25,Europe,Basic Plan,54,14390.49,2,High,Mobile App
CX00605,36-45,North America,Basic Plan,58,1422.2,8,High,Website
CX00606,55+,Latin America,Pro Plan,59,2314.49,4,High,Live Chat
CX00607,46-55,Europe,Enterprise Plan,26,11553.68,9,High,Phone
CX00608,26-35,Latin America,Basic Plan,26,18511.35,0,High,Mobile App
CX00609,55+,Europe,Pro Plan,29,8381.51,9,High,In-Store
CX00610,26-35,Latin America,Enterprise Plan,3,11331.55,7,Low,Website
CX00611,36-45,Asia Pacific,Pro Plan,3,33594.99,8,Medium,Email
CX00612,46-55,Latin America,Basic Plan,3,49039.19,5,Low,In-Store
CX00613,55+,Asia Pacific,Enterprise Plan,38,27445.33,2,Medium,In-Store
CX00614,46-55,Asia Pacific,Basic Plan,34,12953.53,3,High,Email
CX00615,36-45,Asia Pacific,Add-on Services,51,24364.45,9,Low,Live Chat
CX00616,26-35,Latin America,Pro Plan,15,4315.87,10,Medium,Mobile App
CX00617,26-35,Europe,Pro Plan,24,30300.0,1,High,Mobile App
CX00618,46-55,Asia Pacific,Basic Plan,31,33923.86,7,Low,Live Chat
CX00619,26-35,Latin America,Basic Plan,16,2635.64,9,High,Mobile App
CX00620,26-35,North America,Pro Plan,4,8733.9,2,High,Email
CX00621,55+,North America,Enterprise Plan,6,11221.37,9,Medium,Email
CX00622,26-35,Europe,Add-on Services,39,7564.25,9,Low,Live Chat
CX00623,55+,Asia Pacific,Pro Plan,47,34436.76,7,High,Live Chat
CX00624,18-25,Europe,Add-on Services,25,7044.55,0,Low,Live Chat
CX00625,55+,Latin America,Pro Plan,39,5266.78,7,High,Live Chat
CX00626,18-25,North America,Basic Plan,31,33139.93,9,High,Website
CX00627,46-55,Latin America,Enterprise Plan,56,2650.2,8,Medium,Mobile App
CX00628,46-55,Latin America,Enterprise Plan,38,40328.74,9,Low,Email
CX00629,26-35,Asia Pacific,Add-on Services,50,12009.39,1,Medium,Live Chat
CX00630,55+,Latin America,Enterprise Plan,13,770.74,0,High,Live Chat
CX00631,18-25,North America,Add-on Services,42,10668.23,5,Medium,Phone
CX00632,18-25,Europe,Add-on Services,42,29475.82,4,High,Email
CX00633,55+,Asia Pacific,Enterprise Plan,44,20173.98,3,Medium,Live Chat
CX00634,55+,Latin America,Pro Plan,24,28175.14,7,Medium,Phone
CX00635,55+,Asia Pacific,Add-on Services,48,7334.39,10,Low,In-Store
CX00636,26-35,Latin America,Pro Plan,7,11115.68,6,Medium,Live Chat
CX00637,55+,North America,Pro Plan,25,48246.23,0,Low,Mobile App
CX00638,46-55,Latin America,Basic Plan,5,13523.05,5,Low,Live Chat
CX00639,18-25,Latin America,Add-on Services,40,32980.67,4,High,Live Chat
CX00640,18-25,Europe,Add-on Services,29,1030.16,10,High,Phone
CX00641,26-35,North America,Pro Plan,40,8889.4,0,Medium,Mobile App
CX00642,18-25,Europe,Basic Plan,18,39093.81,5,High,Email
CX00643,46-55,Europe,Basic Plan,48,35329.29,1,High,Phone
CX00644,55+,Asia Pacific,Enterprise Plan,53,14187.14,9,Low,Email
CX00645,46-55,North America,Enterprise Plan,12,20653.16,1,High,Website
CX00646,55+,Asia Pacific,Enterprise Plan,8,40245.64,4,High,Live Chat
CX00647,36-45,Latin America,Add-on Services,37,24439.68,3,Medium,Email
CX00648,46-55,North America,Add-on Services,8,13262.08,6,High,Mobile App
CX00649,26-35,Asia Pacific,Add-on Services,23,26066.96,0,High,Phone
CX00650,26-35,Asia Pacific,Basic Plan,26,33848.05,5,Low,Live Chat
CX00651,26-35,Latin America,Enterprise Plan,23,11319.02,9,Medium,Mobile App
CX00652,26-35,Latin America,Pro Plan,16,36903.74,4,Low,Mobile App
CX00653,26-35,Europe,Enterprise Plan,10,39057.45,1,Low,In-Store
CX00654,46-55,North America,Basic Plan,55,24373.46,9,Medium,Email
CX00655,55+,Asia Pacific,Add-on Services,12,49227.54,8,Medium,Email
CX00656,26-35,Europe,Basic Plan,34,40063.86,7,High,Website
CX00657,55+,Asia Pacific,Add-on Services,56,34473.76,2,Medium,Website
CX00658,55+,Latin America,Enterprise Plan,45,916.72,10,Low,Email
CX00659,55+,North America,Enterprise Plan,24,30832.52,4,Low,Live Chat
CX00660,36-45,Europe,Enterprise Plan,31,47947.08,5,Medium,Mobile App
CX00661,46-55,Latin America,Pro Plan,27,35185.28,5,Medium,Email
CX00662,36-45,Latin America,Pro Plan,37,6991.39,9,High,Mobile App
CX00663,18-25,Asia Pacific,Pro Plan,36,21894.83,6,Low,Mobile App
CX00664,26-35,Latin America,Basic Plan,12,21365.27,2,High,Live Chat
CX00665,55+,Asia Pacific,Add-on Services,20,12923.21,9,Low,Email
CX00666,18-25,Europe,Basic Plan,14,40783.99,7,High,Website
CX00667,46-55,Asia Pacific,Enterprise Plan,24,18335.18,8,Medium,Phone
CX00668,18-25,Latin America,Basic Plan,23,43434.74,9,Low,Live Chat
CX00669,55+,Europe,Enterprise Plan,23,16591.97,8,Medium,In-Store
CX00670,46-55,North America,Add-on Services,40,14682.92,10,Low,Mobile App
CX00671,36-45,Latin America,Add-on Services,55,45400.12,1,Low,Phone
CX00672,26-35,Asia Pacific,Enterprise Plan,42,14922.14,4,High,In-Store
CX00673,46-55,Asia Pacific,Add-on Services,50,43208.92,5,High,Live Chat
CX00674,55+,Latin America,Add-on Services,11,9602.37,0,Low,In-Store
CX00675,26-35,Asia Pacific,Basic Plan,14,8762.07,1,Low,Website
CX00676,46-55,North America,Basic Plan,50,20152.12,1,Low,Phone
CX00677,55+,Europe,Basic Plan,42,46613.68,6,Medium,Mobile App
CX00678,26-35,Asia Pacific,Add-on Services,41,6757.38,8,Low,Website
