interaction_id,customer_id,date,channel,touchpoint,product,region,csat_score,resolution_time_hrs,resolution_status,first_contact_resolution,effort_score,sentiment,age_group,tenure_months
INT000205,CX00154,2025-12-02,Live Chat,Onboarding,Basic Plan,North America,4.03,0.24,Resolved,1,1.5,Neutral,26-35,20
INT000206,CX02039,2025-08-14,Email,Renewal,Pro Plan,Europe,4.42,2.71,Resolved,1,3.2,Positive,18-25,7
INT000207,CX03976,2025-08-07,Phone,Purchase,Basic Plan,Europe,4.23,0.35,Pending,0,3.6,Neutral,26-35,57
INT000208,CX00748,2025-10-16,Mobile App,Purchase,Pro Plan,Latin America,4.4,0.1,Pending,0,4.5,Negative,46-55,2
INT000209,CX04700,2026-01-15,Email,Onboarding,Pro Plan,North America,4.18,4.17,Resolved,1,1.4,Positive,26-35,21
INT000210,CX04890,2025-07-25,In-Store,Purchase,Basic Plan,Europe,4.66,0.36,Pending,1,2.3,Neutral,26-35,34
INT000211,CX01005,2026-03-27,Mobile App,Onboarding,Add-on Services,Asia Pacific,4.43,0.11,Resolved,1,3.0,Positive,26-35,27
INT000212,CX02070,2026-01-29,Mobile App,Renewal,Enterprise Plan,Europe,4.29,0.19,Resolved,1,1.3,Positive,36-45,48
INT000213,CX00235,2026-04-21,Live Chat,Onboarding,Basic Plan,North America,3.98,0.15,Escalated,0,3.9,Neutral,36-45,43
INT000214,CX03563,2026-02-06,In-Store,Complaint,Pro Plan,Asia Pacific,2.93,0.46,Resolved,1,1.5,Neutral,36-45,55
INT000215,CX04412,2025-07-31,Phone,Complaint,Enterprise Plan,Europe,2.11,0.21,Resolved,1,2.2,Positive,36-45,44
INT000216,CX01893,2026-03-27,Email,Complaint,Pro Plan,Europe,1.82,2.22,Pending,1,4.0,Positive,36-45,36
INT000217,CX01105,2026-01-21,Phone,Onboarding,Pro Plan,Latin America,4.28,0.43,Escalated,1,4.8,Positive,46-55,10
INT000218,CX03279,2025-07-30,In-Store,Renewal,Basic Plan,Asia Pacific,4.46,0.55,Escalated,1,3.9,Positive,36-45,42
INT000219,CX04254,2025-12-19,In-Store,Onboarding,Enterprise Plan,North America,4.86,0.47,Pending,1,1.6,Positive,18-25,29
INT000220,CX02249,2026-05-21,Email,Onboarding,Basic Plan,Latin America,4.76,2.3,Pending,0,3.9,Positive,36-45,8
INT000221,CX01824,2025-07-05,In-Store,Support,Add-on Services,Asia Pacific,2.7,0.38,Pending,1,5.0,Positive,36-45,48
INT000222,CX04668,2026-01-08,Phone,Complaint,Basic Plan,North America,1.75,0.25,Escalated,0,3.8,Positive,46-55,42
INT000223,CX01814,2026-05-09,Phone,Feedback,Add-on Services,Latin America,3.09,0.11,Resolved,1,3.8,Negative,55+,1
INT000224,CX02613,2025-11-17,Email,Renewal,Basic Plan,Latin America,4.1,1.46,Resolved,1,4.8,Negative,55+,31
INT000225,CX01969,2026-03-11,Website,Renewal,Add-on Services,Europe,4.46,0.08,Escalated,1,2.4,Neutral,36-45,10
INT000226,CX00883,2026-02-26,Mobile App,Renewal,Add-on Services,Europe,3.52,0.11,Pending,1,2.1,Positive,18-25,40
INT000227,CX01266,2025-11-06,Mobile App,Purchase,Enterprise Plan,Asia Pacific,4.02,0.07,Pending,0,2.5,Positive,36-45,53
INT000228,CX01044,2025-11-17,Phone,Feedback,Add-on Services,North America,4.39,0.38,Resolved,0,4.9,Negative,18-25,54
INT000229,CX00185,2025-12-19,Mobile App,Support,Pro Plan,Asia Pacific,4.24,0.09,Resolved,1,1.3,Positive,26-35,50
INT000230,CX03905,2025-10-15,In-Store,Renewal,Enterprise Plan,Europe,4.01,0.1,Escalated,1,1.7,Negative,36-45,26
INT000231,CX02519,2025-07-30,Website,Complaint,Basic Plan,Latin America,2.61,0.13,Resolved,1,3.1,Negative,18-25,54
INT000232,CX02011,2025-06-07,Live Chat,Purchase,Add-on Services,Latin America,3.51,0.17,Resolved,0,3.8,Positive,36-45,56
INT000233,CX00150,2026-03-28,Phone,Onboarding,Basic Plan,Asia Pacific,4.48,0.38,Escalated,0,1.7,Positive,46-55,51
INT000234,CX03297,2025-10-09,Mobile App,Onboarding,Enterprise Plan,North America,4.4,0.19,Resolved,1,1.6,Neutral,36-45,32
INT000235,CX00366,2025-08-26,Live Chat,Complaint,Pro Plan,Asia Pacific,2.41,0.26,Pending,0,3.3,Positive,18-25,33
INT000236,CX00179,2026-02-16,Mobile App,Purchase,Pro Plan,Europe,3.62,0.12,Resolved,0,2.1,Neutral,18-25,37
INT000237,CX01261,2025-09-04,Website,Support,Enterprise Plan,Europe,3.85,0.16,Resolved,1,4.4,Positive,26-35,58
INT000238,CX04398,2025-12-01,Email,Purchase,Pro Plan,Europe,4.99,4.57,Pending,0,3.2,Positive,26-35,45
INT000239,CX01985,2026-01-27,Live Chat,Feedback,Basic Plan,Asia Pacific,4.91,0.17,Escalated,1,3.3,Positive,36-45,23
INT000240,CX00399,2026-03-01,Live Chat,Purchase,Add-on Services,Latin America,3.52,0.26,Resolved,0,1.7,Neutral,26-35,1
INT000241,CX03089,2025-08-06,Mobile App,Support,Basic Plan,Latin America,3.98,0.19,Escalated,0,4.4,Negative,26-35,27
INT000242,CX00431,2025-10-19,Website,Feedback,Basic Plan,Latin America,2.83,0.12,Resolved,1,4.4,Neutral,18-25,24
INT000243,CX04471,2026-01-02,In-Store,Purchase,Enterprise Plan,Latin America,4.43,0.67,Pending,1,4.8,Neutral,26-35,12
INT000244,CX01083,2025-12-17,Email,Renewal,Enterprise Plan,Europe,3.12,3.04,Resolved,1,3.6,Negative,36-45,46
INT000245,CX01770,2025-08-03,Email,Feedback,Enterprise Plan,North America,4.37,1.85,Resolved,1,3.0,Negative,46-55,40
INT000246,CX04624,2026-01-06,Mobile App,Renewal,Enterprise Plan,Europe,4.49,0.19,Resolved,0,2.5,Positive,18-25,1
INT000247,CX04238,2026-03-26,Live Chat,Renewal,Pro Plan,Latin America,3.45,0.25,Escalated,0,3.7,Neutral,36-45,57
INT000248,CX03706,2025-11-04,Email,Renewal,Enterprise Plan,North America,3.37,3.58,Pending,0,2.7,Negative,46-55,6
INT000249,CX02632,2025-09-22,Live Chat,Support,Basic Plan,North America,3.79,0.2,Escalated,1,3.9,Neutral,46-55,51
INT000250,CX00491,2026-03-18,Live Chat,Purchase,Add-on Services,Europe,4.56,0.29,Pending,0,3.7,Negative,46-55,3
INT000251,CX02727,2026-04-25,Phone,Support,Add-on Services,Asia Pacific,3.74,0.29,Resolved,0,1.1,Neutral,46-55,25
INT000252,CX02577,2026-05-23,Mobile App,Complaint,Pro Plan,Asia Pacific,2.29,0.16,Pending,1,3.5,Positive,46-55,56
INT000253,CX01918,2026-05-19,In-Store,Complaint,Basic Plan,Europe,2.21,0.89,Escalated,1,2.7,Positive,26-35,42
INT000254,CX02263,2025-09-27,Live Chat,Support,Add-on Services,Asia Pacific,2.59,0.25,Resolved,0,2.7,Neutral,36-45,2
INT000255,CX00955,2025-06-03,In-Store,Renewal,Basic Plan,North America,4.18,0.7,Resolved,1,3.4,Positive,36-45,51
INT000256,CX02277,2025-10-12,Phone,Onboarding,Basic Plan,Europe,3.95,0.48,Pending,1,3.8,Negative,55+,48
INT000257,CX00848,2025-10-02,Live Chat,Renewal,Basic Plan,Latin America,4.37,0.29,Resolved,0,2.4,Positive,55+,19
INT000258,CX03106,2026-05-03,Email,Complaint,Pro Plan,Asia Pacific,2.56,1.04,Pending,0,3.8,Neutral,55+,20
INT000259,CX04911,2025-09-28,Email,Renewal,Enterprise Plan,Asia Pacific,3.11,3.56,Resolved,1,2.6,Negative,18-25,35
INT000260,CX00909,2025-12-17,Phone,Renewal,Pro Plan,Europe,3.87,0.34,Resolved,1,3.8,Positive,46-55,21
INT000261,CX01329,2025-09-11,Website,Support,Pro Plan,Latin America,2.61,0.1,Resolved,1,4.6,Positive,18-25,44
INT000262,CX02207,2025-12-16,In-Store,Feedback,Pro Plan,Europe,4.83,0.77,Pending,1,3.8,Neutral,46-55,10
INT000263,CX04453,2025-08-31,Phone,Support,Add-on Services,Europe,4.04,0.47,Pending,0,3.6,Positive,46-55,47
INT000264,CX03414,2025-11-30,Mobile App,Feedback,Basic Plan,Europe,4.54,0.18,Pending,1,3.8,Positive,36-45,15
INT000265,CX04714,2025-09-19,Live Chat,Support,Pro Plan,Asia Pacific,3.25,0.19,Resolved,1,1.5,Neutral,36-45,27
INT000266,CX04253,2025-08-11,Live Chat,Renewal,Pro Plan,North America,4.18,0.26,Escalated,1,3.1,Negative,46-55,21
INT000267,CX03500,2025-11-30,Website,Support,Add-on Services,North America,4.11,0.16,Resolved,0,3.7,Positive,18-25,28
INT000268,CX03338,2025-06-12,Website,Onboarding,Add-on Services,Asia Pacific,3.25,0.16,Resolved,1,3.6,Neutral,36-45,26
INT000269,CX01119,2026-03-06,Live Chat,Onboarding,Add-on Services,Asia Pacific,4.12,0.29,Pending,1,4.3,Neutral,55+,38
INT000270,CX01919,2026-05-19,Email,Support,Add-on Services,Latin America,3.1,2.92,Pending,1,1.7,Positive,18-25,52
INT000271,CX00802,2026-04-19,Live Chat,Onboarding,Basic Plan,North America,3.36,0.16,Resolved,0,1.5,Negative,36-45,22
INT000272,CX04498,2025-11-08,Website,Complaint,Enterprise Plan,North America,1.83,0.11,Escalated,0,3.2,Negative,36-45,21
INT000273,CX01930,2026-04-30,Phone,Renewal,Basic Plan,Latin America,3.66,0.24,Resolved,1,2.0,Neutral,46-55,43
INT000274,CX02445,2025-08-18,Phone,Support,Pro Plan,Latin America,4.37,0.23,Resolved,0,3.0,Negative,18-25,51
INT000275,CX00824,2025-09-20,Email,Support,Enterprise Plan,Latin America,4.07,2.33,Resolved,1,4.3,Positive,36-45,6
INT000276,CX04741,2025-10-18,In-Store,Onboarding,Basic Plan,Europe,3.65,0.61,Resolved,1,2.2,Positive,55+,38
INT000277,CX01528,2026-05-30,In-Store,Feedback,Enterprise Plan,North America,4.71,0.81,Resolved,1,2.9,Positive,46-55,15
INT000278,CX02538,2026-03-08,Live Chat,Renewal,Pro Plan,Latin America,3.89,0.21,Resolved,1,4.1,Positive,55+,40
INT000279,CX03443,2026-02-09,Email,Renewal,Basic Plan,Europe,3.96,2.54,Escalated,1,4.7,Positive,26-35,21
INT000280,CX03254,2025-07-10,Website,Feedback,Basic Plan,Latin America,4.0,0.2,Resolved,1,3.4,Positive,18-25,28
INT000281,CX02839,2025-11-09,In-Store,Purchase,Basic Plan,Europe,4.11,0.51,Resolved,1,4.4,Negative,18-25,9
INT000282,CX04629,2025-11-07,Mobile App,Support,Pro Plan,Europe,2.68,0.05,Resolved,1,4.2,Neutral,46-55,7
INT000283,CX04362,2025-06-22,Mobile App,Feedback,Basic Plan,Asia Pacific,4.05,0.1,Pending,1,2.8,Positive,55+,30
INT000284,CX02729,2025-08-17,Mobile App,Complaint,Basic Plan,Asia Pacific,2.4,0.14,Resolved,0,4.8,Positive,36-45,35
INT000285,CX02080,2026-02-10,Phone,Onboarding,Add-on Services,North America,3.21,0.11,Resolved,1,2.7,Positive,55+,10
INT000286,CX00504,2025-11-13,Email,Renewal,Add-on Services,Asia Pacific,3.07,2.4,Resolved,0,1.0,Negative,36-45,58
INT000287,CX02462,2025-11-12,Email,Feedback,Add-on Services,Latin America,4.51,3.01,Escalated,1,1.8,Negative,55+,34
INT000288,CX04190,2025-11-01,Live Chat,Support,Enterprise Plan,Europe,3.76,0.26,Escalated,0,2.6,Positive,46-55,9
INT000289,CX01167,2025-11-28,Live Chat,Feedback,Pro Plan,Asia Pacific,4.07,0.12,Resolved,0,4.5,Neutral,46-55,7
INT000290,CX02024,2025-11-03,Phone,Complaint,Pro Plan,Europe,1.78,0.45,Escalated,0,2.7,Neutral,55+,53
INT000291,CX00772,2025-11-12,In-Store,Feedback,Pro Plan,Europe,4.47,0.37,Escalated,1,1.4,Positive,26-35,12
INT000292,CX01946,2026-05-24,Live Chat,Feedback,Pro Plan,Latin America,4.17,0.23,Resolved,1,1.1,Positive,18-25,43
INT000293,CX00751,2025-08-22,In-Store,Onboarding,Pro Plan,Latin America,3.42,0.55,Resolved,0,1.0,Negative,18-25,27
INT000294,CX04387,2026-03-13,Website,Feedback,Pro Plan,North America,4.56,0.11,Resolved,0,1.1,Neutral,55+,44
INT000295,CX03285,2025-09-19,Email,Complaint,Pro Plan,Europe,1.61,1.61,Pending,0,2.8,Negative,55+,22
INT000296,CX00228,2026-03-14,Email,Purchase,Pro Plan,North America,4.66,2.24,Escalated,1,2.8,Negative,26-35,57
INT000297,CX02503,2025-07-13,Mobile App,Feedback,Basic Plan,North America,4.73,0.19,Pending,1,4.4,Neutral,26-35,22
INT000298,CX00608,2026-05-02,Website,Support,Basic Plan,Latin America,4.44,0.09,Escalated,1,1.5,Positive,26-35,26
INT000299,CX00310,2025-11-05,In-Store,Renewal,Basic Plan,Europe,3.2,0.76,Resolved,1,3.7,Positive,36-45,3
INT000300,CX02989,2025-11-20,In-Store,Renewal,Add-on Services,North America,4.14,0.39,Pending,0,1.8,Negative,55+,14
INT000301,CX00107,2025-08-10,In-Store,Purchase,Basic Plan,Europe,4.75,0.67,Pending,1,2.5,Positive,18-25,27
INT000302,CX02130,2026-02-25,Live Chat,Support,Pro Plan,Asia Pacific,2.84,0.14,Resolved,1,2.0,Negative,55+,10
INT000303,CX00298,2026-03-23,Email,Purchase,Add-on Services,Asia Pacific,4.18,3.46,Resolved,1,3.1,Negative,46-55,45
INT000304,CX01793,2025-12-22,In-Store,Feedback,Add-on Services,Latin America,4.02,0.24,Pending,1,3.8,Positive,36-45,37
INT000305,CX02580,2026-01-15,In-Store,Support,Add-on Services,Europe,4.3,0.2,Escalated,0,2.0,Positive,36-45,11
INT000306,CX03778,2025-08-18,Mobile App,Complaint,Enterprise Plan,North America,2.81,0.09,Resolved,1,3.2,Positive,26-35,33
INT000307,CX04528,2025-07-17,Live Chat,Purchase,Basic Plan,Latin America,4.25,0.17,Resolved,1,2.0,Positive,18-25,54
INT000308,CX02898,2026-04-29,Phone,Complaint,Add-on Services,Asia Pacific,2.35,0.19,Resolved,1,2.2,Negative,46-55,17
INT000309,CX04719,2025-10-02,Live Chat,Feedback,Add-on Services,Europe,3.88,0.27,Resolved,0,2.7,Positive,26-35,11
INT000310,CX04386,2026-04-08,Website,Complaint,Add-on Services,Europe,3.19,0.18,Pending,1,1.7,Negative,26-35,37
INT000311,CX00615,2026-01-26,Live Chat,Renewal,Add-on Services,Asia Pacific,3.83,0.26,Resolved,0,3.7,Negative,36-45,51
INT000312,CX03106,2026-01-31,Website,Support,Pro Plan,Asia Pacific,2.89,0.15,Resolved,1,4.9,Neutral,55+,20
INT000313,CX04805,2025-08-27,Email,Support,Basic Plan,North America,3.81,1.67,Resolved,1,4.3,Positive,55+,41
INT000314,CX00638,2025-12-04,Mobile App,Complaint,Basic Plan,Latin America,2.16,0.18,Resolved,0,1.3,Negative,46-55,5
INT000315,CX02302,2026-02-21,Phone,Support,Pro Plan,North America,2.6,0.17,Resolved,1,2.4,Neutral,46-55,27
INT000316,CX03460,2026-01-12,In-Store,Onboarding,Basic Plan,Europe,4.84,0.27,Resolved,0,4.5,Positive,46-55,23
INT000317,CX02089,2026-04-11,Phone,Complaint,Pro Plan,Asia Pacific,1.97,0.27,Resolved,1,4.7,Neutral,46-55,39
INT000318,CX04013,2025-09-23,Mobile App,Onboarding,Basic Plan,Latin America,3.87,0.11,Resolved,0,1.4,Positive,18-25,54
INT000319,CX02568,2026-04-21,Live Chat,Purchase,Add-on Services,Asia Pacific,3.79,0.19,Escalated,1,3.2,Positive,55+,4
INT000320,CX00452,2025-07-25,Website,Support,Basic Plan,Europe,4.12,0.17,Resolved,1,1.1,Positive,26-35,25
INT000321,CX00237,2025-10-31,Live Chat,Renewal,Enterprise Plan,Europe,3.64,0.29,Escalated,0,2.9,Negative,18-25,24
INT000322,CX01306,2026-02-21,Phone,Purchase,Add-on Services,Europe,3.73,0.38,Escalated,1,4.4,Positive,55+,43
INT000323,CX04159,2025-12-02,Email,Feedback,Enterprise Plan,Latin America,2.78,2.05,Resolved,1,2.8,Positive,26-35,59
INT000324,CX00151,2026-04-30,In-Store,Purchase,Enterprise Plan,Asia Pacific,4.17,0.95,Resolved,1,2.9,Positive,46-55,38
INT000325,CX04254,2025-08-02,Mobile App,Support,Enterprise Plan,North America,4.46,0.06,Pending,0,1.9,Positive,18-25,29
INT000326,CX02755,2026-05-05,In-Store,Complaint,Add-on Services,Europe,1.56,0.61,Resolved,0,1.5,Negative,26-35,28
INT000327,CX04681,2025-07-04,In-Store,Onboarding,Add-on Services,North America,4.75,0.69,Resolved,0,5.0,Neutral,18-25,41
INT000328,CX04418,2025-07-09,Phone,Feedback,Basic Plan,North America,3.07,0.44,Pending,1,2.0,Positive,46-55,21
INT000329,CX03695,2025-10-23,Mobile App,Complaint,Enterprise Plan,North America,1.7,0.06,Pending,0,1.8,Positive,18-25,32
INT000330,CX04871,2025-07-22,Website,Renewal,Add-on Services,North America,3.05,0.08,Resolved,1,2.2,Negative,46-55,18
INT000331,CX02200,2025-06-26,In-Store,Purchase,Pro Plan,Asia Pacific,4.45,0.77,Resolved,1,4.1,Positive,55+,58
INT000332,CX00408,2026-04-06,Website,Support,Add-on Services,Europe,3.77,0.08,Pending,0,4.0,Negative,26-35,40
INT000333,CX02809,2026-03-14,Website,Onboarding,Add-on Services,Europe,4.0,0.18,Resolved,1,1.3,Positive,18-25,22
INT000334,CX00226,2026-02-01,Live Chat,Support,Pro Plan,Asia Pacific,3.89,0.1,Escalated,0,1.3,Neutral,18-25,3
INT000335,CX04951,2025-10-14,Email,Feedback,Basic Plan,Latin America,4.02,1.31,Resolved,1,3.9,Negative,36-45,8
INT000336,CX01086,2026-05-06,Mobile App,Feedback,Enterprise Plan,North America,4.99,0.16,Resolved,1,3.3,Positive,26-35,24
INT000337,CX04138,2026-01-04,Live Chat,Purchase,Add-on Services,North America,4.67,0.17,Resolved,1,3.8,Positive,18-25,32
INT000338,CX00745,2025-11-04,Phone,Onboarding,Basic Plan,Asia Pacific,4.58,0.36,Resolved,0,2.0,Positive,36-45,2
INT000339,CX03953,2026-05-04,Email,Complaint,Enterprise Plan,Asia Pacific,2.8,1.2,Resolved,0,4.5,Positive,55+,21
INT000340,CX04709,2026-01-17,Live Chat,Support,Pro Plan,Latin America,3.87,0.18,Resolved,0,3.9,Positive,46-55,45
INT000341,CX04443,2025-12-06,Email,Feedback,Add-on Services,Asia Pacific,2.75,3.62,Resolved,0,2.0,Neutral,55+,20
INT000342,CX00970,2026-05-25,Live Chat,Support,Add-on Services,Europe,2.84,0.28,Pending,0,4.1,Neutral,36-45,7
INT000343,CX04045,2026-01-02,Mobile App,Complaint,Basic Plan,Europe,3.47,0.08,Escalated,0,2.5,Positive,18-25,5
INT000344,CX02700,2025-10-03,Live Chat,Onboarding,Enterprise Plan,North America,4.62,0.27,Escalated,0,2.8,Neutral,26-35,60
INT000345,CX03364,2026-01-10,In-Store,Renewal,Add-on Services,North America,4.19,0.38,Pending,1,1.1,Neutral,26-35,22
INT000346,CX02248,2025-09-25,Mobile App,Support,Pro Plan,Asia Pacific,3.54,0.17,Escalated,1,1.2,Positive,36-45,40
INT000347,CX01406,2025-09-27,In-Store,Complaint,Pro Plan,Latin America,3.03,0.19,Resolved,1,2.8,Positive,55+,48
INT000348,CX02840,2025-07-22,Email,Renewal,Pro Plan,North America,4.05,3.29,Escalated,1,4.0,Positive,46-55,45
INT000349,CX03030,2025-09-15,Live Chat,Purchase,Pro Plan,Latin America,4.24,0.29,Resolved,1,4.2,Positive,36-45,10
INT000350,CX00857,2026-01-29,Website,Onboarding,Enterprise Plan,Latin America,4.84,0.09,Resolved,0,4.5,Neutral,18-25,50
INT000351,CX00352,2025-08-19,Website,Renewal,Add-on Services,Asia Pacific,3.5,0.15,Resolved,1,2.9,Positive,55+,1
INT000352,CX01690,2025-10-19,Mobile App,Support,Enterprise Plan,Latin America,2.52,0.19,Resolved,1,4.8,Negative,55+,12
INT000353,CX01924,2025-12-05,In-Store,Feedback,Enterprise Plan,Latin America,2.96,0.98,Resolved,1,4.2,Neutral,36-45,2
INT000354,CX00370,2026-04-16,Website,Complaint,Basic Plan,Latin America,2.79,0.05,Resolved,1,1.1,Positive,36-45,29
INT000355,CX02738,2025-10-26,Email,Feedback,Add-on Services,Asia Pacific,3.58,4.91,Pending,0,2.4,Negative,18-25,6
INT000356,CX03678,2025-08-06,Email,Complaint,Pro Plan,Latin America,3.12,3.21,Resolved,1,1.2,Positive,46-55,17
INT000357,CX04131,2026-05-10,Live Chat,Onboarding,Enterprise Plan,North America,4.2,0.26,Resolved,1,2.3,Positive,18-25,11
INT000358,CX01280,2026-05-03,Phone,Purchase,Pro Plan,Asia Pacific,3.66,0.2,Pending,1,4.3,Positive,18-25,48
INT000359,CX03253,2025-10-26,In-Store,Onboarding,Pro Plan,Asia Pacific,4.79,0.56,Resolved,1,2.7,Neutral,26-35,42
INT000360,CX04914,2026-01-12,In-Store,Complaint,Pro Plan,Asia Pacific,2.12,0.32,Resolved,0,4.0,Neutral,36-45,30
INT000361,CX00771,2025-11-02,Email,Feedback,Add-on Services,Europe,4.95,4.66,Resolved,1,3.3,Neutral,46-55,36
INT000362,CX03985,2026-04-24,Email,Support,Enterprise Plan,Europe,3.01,3.24,Pending,1,2.9,Negative,26-35,50
INT000363,CX04863,2026-03-01,Email,Support,Enterprise Plan,Europe,2.91,1.4,Escalated,1,2.8,Negative,18-25,33
INT000364,CX01051,2025-09-14,Email,Renewal,Enterprise Plan,Latin America,3.88,4.35,Resolved,1,4.5,Negative,46-55,37
INT000365,CX02137,2025-12-28,Website,Complaint,Add-on Services,North America,2.14,0.17,Pending,0,2.2,Neutral,36-45,33
INT000366,CX04395,2026-05-21,Email,Renewal,Pro Plan,Europe,3.53,1.22,Resolved,1,4.9,Neutral,26-35,42
INT000367,CX01610,2026-03-07,Live Chat,Support,Basic Plan,Latin America,3.74,0.17,Resolved,1,3.9,Negative,26-35,5
INT000368,CX02074,2026-01-15,Email,Feedback,Enterprise Plan,Europe,4.27,3.26,Resolved,1,3.9,Positive,36-45,35
INT000369,CX04011,2026-04-25,Live Chat,Feedback,Pro Plan,North America,4.7,0.29,Pending,1,1.1,Negative,26-35,25
INT000370,CX04007,2026-05-19,Email,Complaint,Pro Plan,Latin America,2.43,4.08,Resolved,0,4.8,Negative,26-35,4
INT000371,CX01156,2026-05-13,Website,Renewal,Enterprise Plan,North America,3.79,0.2,Pending,1,1.1,Negative,46-55,40
INT000372,CX03462,2026-02-22,Mobile App,Support,Basic Plan,Latin America,2.7,0.12,Resolved,0,4.0,Neutral,18-25,22
INT000373,CX03236,2025-07-15,In-Store,Complaint,Add-on Services,North America,2.1,0.6,Pending,1,3.6,Positive,26-35,13
INT000374,CX03646,2025-11-28,Website,Feedback,Basic Plan,Europe,2.67,0.14,Escalated,1,4.9,Positive,55+,19
INT000375,CX00654,2025-10-25,Website,Purchase,Basic Plan,North America,4.74,0.14,Resolved,1,1.8,Negative,46-55,55
INT000376,CX02659,2025-06-03,Phone,Feedback,Add-on Services,Asia Pacific,3.11,0.39,Resolved,1,2.9,Positive,55+,41
INT000377,CX04182,2026-04-30,In-Store,Onboarding,Enterprise Plan,Latin America,4.15,0.88,Resolved,1,3.8,Positive,36-45,5
INT000378,CX01614,2025-08-25,In-Store,Renewal,Enterprise Plan,Latin America,3.73,0.17,Escalated,1,2.8,Negative,46-55,6
INT000379,CX02086,2025-11-06,Email,Support,Basic Plan,Latin America,4.34,1.66,Resolved,1,2.1,Neutral,46-55,28
INT000380,CX01715,2026-05-17,Email,Purchase,Enterprise Plan,Asia Pacific,3.61,3.27,Resolved,1,5.0,Positive,46-55,37
INT000381,CX02614,2025-11-11,Email,Support,Enterprise Plan,North America,3.08,1.84,Escalated,1,2.6,Positive,46-55,2
INT000382,CX02183,2026-02-09,Website,Purchase,Add-on Services,Latin America,4.22,0.12,Resolved,0,4.8,Negative,18-25,53
INT000383,CX00053,2026-03-08,Mobile App,Renewal,Pro Plan,Asia Pacific,3.07,0.08,Escalated,1,4.7,Positive,26-35,51
INT000384,CX00922,2025-07-12,In-Store,Feedback,Enterprise Plan,Asia Pacific,3.34,0.38,Resolved,0,3.2,Positive,46-55,12
INT000385,CX01644,2025-11-13,Phone,Renewal,Add-on Services,Latin America,4.18,0.24,Escalated,1,4.6,Negative,36-45,51
INT000386,CX04947,2026-02-11,Website,Purchase,Pro Plan,Europe,4.22,0.12,Resolved,1,2.3,Neutral,55+,24
INT000387,CX03664,2025-10-09,Website,Support,Basic Plan,North America,4.23,0.07,Resolved,1,1.6,Negative,18-25,60
INT000388,CX00864,2026-03-11,Website,Onboarding,Add-on Services,Latin America,4.12,0.18,Resolved,1,4.0,Negative,55+,28
INT000389,CX03692,2026-02-25,Phone,Onboarding,Pro Plan,Asia Pacific,4.47,0.35,Escalated,0,2.4,Positive,46-55,50
INT000390,CX00674,2025-07-01,Website,Support,Add-on Services,Latin America,3.84,0.2,Pending,1,3.7,Positive,55+,11
INT000391,CX00887,2025-08-16,Phone,Purchase,Basic Plan,North America,4.81,0.1,Resolved,1,3.6,Negative,26-35,42
INT000392,CX00546,2025-07-25,Email,Renewal,Enterprise Plan,Europe,3.69,2.73,Escalated,1,1.0,Negative,55+,34
INT000393,CX02485,2026-04-04,Email,Complaint,Pro Plan,Asia Pacific,2.23,4.2,Resolved,1,1.7,Positive,18-25,31
INT000394,CX02877,2026-01-22,Phone,Complaint,Pro Plan,Asia Pacific,2.77,0.16,Resolved,1,1.2,Positive,18-25,18
INT000395,CX00563,2025-08-28,Mobile App,Feedback,Add-on Services,Asia Pacific,3.66,0.18,Resolved,1,2.6,Positive,36-45,52
INT000396,CX00280,2026-04-29,Website,Complaint,Add-on Services,North America,2.62,0.11,Pending,1,2.8,Positive,36-45,58
